OID,BlockCode,GEO_ID,BCTCB2010,BoroCode,NTA Code,NTA Name,Borough,PUMA,Maximum Residential Broadband Speed by Block,Residential ISP Count by Block,Commerical Fiber Count by Block
37503,360470406002001,360470406002,30406002001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37504,360470406003000,360470406003,30406003000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37505,360470406003001,360470406003,30406003001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,2
37506,360470407001000,360470407001,30407001000,3,BK99,park-cemetery-etc-Brooklyn,Brooklyn,4002,940,2,1
37507,360470426001000,360470426001,30426001000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37508,360470426001001,360470426001,30426001001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37509,360470426001002,360470426001,30426001002,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37510,360470426001003,360470426001,30426001003,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37511,360470426002000,360470426002,30426002000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37512,360470426002001,360470426002,30426002001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37513,360470426002002,360470426002,30426002002,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37514,360470426002003,360470426002,30426002003,3,BK29,Bensonhurst East,Brooklyn,4017,500,1,0
37515,360470426002004,360470426002,30426002004,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37516,360470426002005,360470426002,30426002005,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37517,360470426002006,360470426002,30426002006,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37518,360470426003000,360470426003,30426003000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37519,360470426003001,360470426003,30426003001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37520,360470426003002,360470426003,30426003002,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37521,360470434001000,360470434001,30434001000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37522,360470434001001,360470434001,30434001001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37523,360470434001002,360470434001,30434001002,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,2
37524,360470434002000,360470434002,30434002000,3,BK29,Bensonhurst East,Brooklyn,4017,500,1,0
37525,360470434002001,360470434002,30434002001,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37526,360470434002002,360470434002,30434002002,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37527,360470434003000,360470434003,30434003000,3,BK29,Bensonhurst East,Brooklyn,4017,940,2,1
37528,360470434003001,360470434003,30434003001,3,BK29,Bensonhurst East,Brooklyn,4017,500,1,0
37529,360470434003002,360470434003,30434003002,3,BK29,Bensonhurst East,Brooklyn,4017,500,1,0
37530,360470434003003,360470434003,30434003003,3,BK29,Bensonhurst East,Brooklyn,4017,500,1,0
37531,360470438001000,360470438001,30438001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37532,360470438001001,360470438001,30438001001,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37533,360470438002000,360470438002,30438002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37534,360470438002001,360470438002,30438002001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37535,360470438002002,360470438002,30438002002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37536,360470438002003,360470438002,30438002003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37537,360470438002004,360470438002,30438002004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37538,360470440001000,360470440001,30440001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37539,360470440001001,360470440001,30440001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37540,360470440001002,360470440001,30440001002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37541,360470440002000,360470440002,30440002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37542,360470440002001,360470440002,30440002001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37543,360470440002002,360470440002,30440002002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37544,360470440002003,360470440002,30440002003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37545,360470440002004,360470440002,30440002004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37546,360470440003000,360470440003,30440003000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37547,360470440003001,360470440003,30440003001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37548,360470440003002,360470440003,30440003002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37549,360470440003003,360470440003,30440003003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37550,360470440003004,360470440003,30440003004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37551,360470442001000,360470442001,30442001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37552,360470442001001,360470442001,30442001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37553,360470442001002,360470442001,30442001002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37554,360470442001003,360470442001,30442001003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37555,360470442002000,360470442002,30442002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37556,360470442002001,360470442002,30442002001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37557,360470442002002,360470442002,30442002002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37558,360470444001000,360470444001,30444001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37559,360470444001001,360470444001,30444001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37560,360470444001002,360470444001,30444001002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,2
37561,360470444001003,360470444001,30444001003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37562,360470444001004,360470444001,30444001004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37563,360470444002000,360470444002,30444002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,2
37564,360470444002001,360470444002,30444002001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37565,360470444003000,360470444003,30444003000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37566,360470444003001,360470444003,30444003001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37567,360470448001000,360470448001,30448001000,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37568,360470448001001,360470448001,30448001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37569,360470448001002,360470448001,30448001002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37570,360470448001003,360470448001,30448001003,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37571,360470448002000,360470448002,30448002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37572,360470448002001,360470448002,30448002001,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37573,360470448002002,360470448002,30448002002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37574,360470448002003,360470448002,30448002003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,2
37575,360470450001000,360470450001,30450001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37576,360470450001001,360470450001,30450001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37577,360470450001002,360470450001,30450001002,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37578,360470450001003,360470450001,30450001003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37579,360470450001004,360470450001,30450001004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37580,360470450001005,360470450001,30450001005,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37581,360470450001006,360470450001,30450001006,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37582,360470450001007,360470450001,30450001007,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37583,360470452001000,360470452001,30452001000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37584,360470452001001,360470452001,30452001001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37585,360470452001002,360470452001,30452001002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37586,360470452001003,360470452001,30452001003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37587,360470452002000,360470452002,30452002000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37588,360470452002001,360470452002,30452002001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37589,360470452002002,360470452002,30452002002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37590,360470460001000,360470460001,30460001000,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37591,360470460001001,360470460001,30460001001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37592,360470460001002,360470460001,30460001002,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37593,360470460002000,360470460002,30460002000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37594,360470460002001,360470460002,30460002001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37595,360470460003000,360470460003,30460003000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37596,360470460003001,360470460003,30460003001,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37597,360470460003002,360470460003,30460003002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37598,360470460003003,360470460003,30460003003,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37599,360470460003004,360470460003,30460003004,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37600,360470460003005,360470460003,30460003005,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37601,360470460003006,360470460003,30460003006,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37602,360470460003007,360470460003,30460003007,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37603,360470460003008,360470460003,30460003008,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37604,360470462021000,360470462021,30462021000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37605,360470462021001,360470462021,30462021001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37606,360470462021002,360470462021,30462021002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37607,360470462021003,360470462021,30462021003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,2
37608,360470462021004,360470462021,30462021004,3,BK46,Ocean Parkway South,Brooklyn,4014,500,1,0
37609,360470462022000,360470462022,30462022000,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37610,360470462022001,360470462022,30462022001,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37611,360470462022002,360470462022,30462022002,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37612,360470462022003,360470462022,30462022003,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37613,360470462022004,360470462022,30462022004,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37614,360470462022005,360470462022,30462022005,3,BK46,Ocean Parkway South,Brooklyn,4014,940,2,1
37615,360470482001000,360470482001,30482001000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37616,360470482001001,360470482001,30482001001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37617,360470482001002,360470482001,30482001002,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37618,360470482002000,360470482002,30482002000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37619,360470482002001,360470482002,30482002001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37620,360470482002002,360470482002,30482002002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37621,360470482003000,360470482003,30482003000,3,BK42,Flatbush,Brooklyn,4015,940,2,2
37622,360470482003001,360470482003,30482003001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37623,360470482003002,360470482003,30482003002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37624,360470482003003,360470482003,30482003003,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37625,360470482003004,360470482003,30482003004,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37626,360470482004000,360470482004,30482004000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37627,360470482004001,360470482004,30482004001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37628,360470482004002,360470482004,30482004002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37629,360470482004003,360470482004,30482004003,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37630,360470482004004,360470482004,30482004004,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37631,360470482004005,360470482004,30482004005,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37632,360470502021000,360470502021,30502021000,3,BK40,Windsor Terrace,Brooklyn,4012,940,3,2
37633,360470502021001,360470502021,30502021001,3,BK40,Windsor Terrace,Brooklyn,4012,940,3,2
37634,360470502022000,360470502022,30502022000,3,BK40,Windsor Terrace,Brooklyn,4012,940,3,2
37635,360470502022001,360470502022,30502022001,3,BK40,Windsor Terrace,Brooklyn,4012,940,2,2
37636,360470502022002,360470502022,30502022002,3,BK40,Windsor Terrace,Brooklyn,4012,940,1,1
37637,360470502022003,360470502022,30502022003,3,BK40,Windsor Terrace,Brooklyn,4012,940,3,2
37638,360470502022004,360470502022,30502022004,3,BK40,Windsor Terrace,Brooklyn,4012,940,1,1
37639,360470502022005,360470502022,30502022005,3,BK40,Windsor Terrace,Brooklyn,4012,940,2,2
37640,360470508011000,360470508011,30508011000,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37641,360470508011001,360470508011,30508011001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37642,360470508012000,360470508012,30508012000,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37643,360470508012001,360470508012,30508012001,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37644,360470508031000,360470508031,30508031000,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37645,360470508031001,360470508031,30508031001,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37646,360470508031002,360470508031,30508031002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37647,360470508041000,360470508041,30508041000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37648,360470508041001,360470508041,30508041001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37649,360470508041002,360470508041,30508041002,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37650,360470508042000,360470508042,30508042000,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37651,360470508042001,360470508042,30508042001,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37652,360470508043000,360470508043,30508043000,3,BK42,Flatbush,Brooklyn,4015,940,2,2
37653,360470508043001,360470508043,30508043001,3,BK42,Flatbush,Brooklyn,4015,500,1,0
37654,360470508043002,360470508043,30508043002,3,BK42,Flatbush,Brooklyn,4015,940,2,1
37655,360470547001000,360470547001,30547001000,3,BK73,North Side-South Side,Brooklyn,4001,940,2,1
37656,360470547001001,360470547001,30547001001,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37657,360470547001002,360470547001,30547001002,3,BK73,North Side-South Side,Brooklyn,4001,940,3,2
37658,360470547001003,360470547001,30547001003,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37659,360470547001004,360470547001,30547001004,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37660,360470547002000,360470547002,30547002000,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37661,360470547002001,360470547002,30547002001,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37662,360470547003000,360470547003,30547003000,3,BK73,North Side-South Side,Brooklyn,4001,940,1,0
37663,360470547003001,360470547003,30547003001,3,BK73,North Side-South Side,Brooklyn,4001,940,2,1
37664,360470547003002,360470547003,30547003002,3,BK73,North Side-South Side,Brooklyn,4001,940,3,1
37665,360470547003003,360470547003,30547003003,3,BK73,North Side-South Side,Brooklyn,4001,940,2,1
37666,360470547003004,360470547003,30547003004,3,BK73,North Side-South Side,Brooklyn,4001,940,3,2
37667,360470552001000,360470552001,30552001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37668,360470552001001,360470552001,30552001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37669,360470552001002,360470552001,30552001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37670,360470552002000,360470552002,30552002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37671,360470552002001,360470552002,30552002001,3,BK44,Madison,Brooklyn,4016,940,2,2
37672,360470552002002,360470552002,30552002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37673,360470552002003,360470552002,30552002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37674,360470552003000,360470552003,30552003000,3,BK44,Madison,Brooklyn,4016,940,2,2
37675,360470552003001,360470552003,30552003001,3,BK44,Madison,Brooklyn,4016,940,2,1
37676,360470552003002,360470552003,30552003002,3,BK44,Madison,Brooklyn,4016,940,2,1
37677,360470552003003,360470552003,30552003003,3,BK44,Madison,Brooklyn,4016,940,2,1
37678,360470552003004,360470552003,30552003004,3,BK44,Madison,Brooklyn,4016,940,2,1
37679,360470552003005,360470552003,30552003005,3,BK44,Madison,Brooklyn,4016,940,2,2
37680,360470554001000,360470554001,30554001000,3,BK25,Homecrest,Brooklyn,4016,940,2,3
37681,360470554001001,360470554001,30554001001,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37682,360470554001002,360470554001,30554001002,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37683,360470554002000,360470554002,30554002000,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37684,360470554002001,360470554002,30554002001,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37685,360470554003000,360470554003,30554003000,3,BK25,Homecrest,Brooklyn,4016,940,2,2
37686,360470554003001,360470554003,30554003001,3,BK25,Homecrest,Brooklyn,4016,940,2,2
37687,360470554003002,360470554003,30554003002,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37688,360470554003003,360470554003,30554003003,3,BK25,Homecrest,Brooklyn,4016,940,2,1
37689,360470554003004,360470554003,30554003004,3,BK25,Homecrest,Brooklyn,4016,500,1,0
37690,360470562001000,360470562001,30562001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37691,360470562001001,360470562001,30562001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37692,360470562001002,360470562001,30562001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37693,360470562001003,360470562001,30562001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37694,360470562002000,360470562002,30562002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37695,360470562002001,360470562002,30562002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37696,360470562002002,360470562002,30562002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37697,360470562002003,360470562002,30562002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37698,360470564001000,360470564001,30564001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37699,360470564001001,360470564001,30564001001,3,BK44,Madison,Brooklyn,4016,940,2,2
37700,360470564001002,360470564001,30564001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37701,360470564001003,360470564001,30564001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37702,360470564002000,360470564002,30564002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37703,360470564002001,360470564002,30564002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37704,360470564002002,360470564002,30564002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37705,360470564003000,360470564003,30564003000,3,BK44,Madison,Brooklyn,4016,940,2,1
37706,360470564003001,360470564003,30564003001,3,BK44,Madison,Brooklyn,4016,940,2,1
37707,360470564003002,360470564003,30564003002,3,BK44,Madison,Brooklyn,4016,940,2,1
37708,360470564003003,360470564003,30564003003,3,BK44,Madison,Brooklyn,4016,940,2,1
37709,360470566001000,360470566001,30566001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37710,360470566001001,360470566001,30566001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37711,360470566001002,360470566001,30566001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37712,360470566001003,360470566001,30566001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37713,360470566002000,360470566002,30566002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37714,360470566002001,360470566002,30566002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37715,360470566002002,360470566002,30566002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37716,360470566002003,360470566002,30566002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37717,360470568001000,360470568001,30568001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37718,360470568001001,360470568001,30568001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37719,360470568001002,360470568001,30568001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37720,360470568001003,360470568001,30568001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37721,360470568001004,360470568001,30568001004,3,BK44,Madison,Brooklyn,4016,500,1,0
37722,360470568002000,360470568002,30568002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37723,360470568002001,360470568002,30568002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37724,360470568002002,360470568002,30568002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37725,360470568002003,360470568002,30568002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37726,360470573001000,360470573001,30573001000,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37727,360470573001001,360470573001,30573001001,3,BK76,Greenpoint,Brooklyn,4001,940,2,2
37728,360470573001002,360470573001,30573001002,3,BK76,Greenpoint,Brooklyn,4001,940,2,2
37729,360470573001003,360470573001,30573001003,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37730,360470573001004,360470573001,30573001004,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37731,360470573001005,360470573001,30573001005,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37732,360470573001006,360470573001,30573001006,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37733,360470573002000,360470573002,30573002000,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37734,360470573002001,360470573002,30573002001,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37735,360470573002002,360470573002,30573002002,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37736,360470573003000,360470573003,30573003000,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37737,360470573003001,360470573003,30573003001,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37738,360470573003002,360470573003,30573003002,3,BK76,Greenpoint,Brooklyn,4001,940,1,0
37739,360470573003003,360470573003,30573003003,3,BK76,Greenpoint,Brooklyn,4001,940,2,1
37740,360470574001000,360470574001,30574001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37741,360470574001001,360470574001,30574001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37742,360470574001002,360470574001,30574001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37743,360470574001003,360470574001,30574001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37744,360470574002000,360470574002,30574002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37745,360470574002001,360470574002,30574002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37746,360470574002002,360470574002,30574002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37747,360470574002003,360470574002,30574002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37748,360470574002004,360470574002,30574002004,3,BK44,Madison,Brooklyn,4016,940,2,1
37749,360470574002005,360470574002,30574002005,3,BK44,Madison,Brooklyn,4016,940,2,1
37750,360470574002006,360470574002,30574002006,3,BK44,Madison,Brooklyn,4016,940,2,1
37751,360470576001000,360470576001,30576001000,3,BK44,Madison,Brooklyn,4016,940,2,1
37752,360470576001001,360470576001,30576001001,3,BK44,Madison,Brooklyn,4016,940,2,1
37753,360470576001002,360470576001,30576001002,3,BK44,Madison,Brooklyn,4016,940,2,1
37754,360470576001003,360470576001,30576001003,3,BK44,Madison,Brooklyn,4016,940,2,1
37755,360470576001004,360470576001,30576001004,3,BK44,Madison,Brooklyn,4016,940,2,1
37756,360470576001005,360470576001,30576001005,3,BK44,Madison,Brooklyn,4016,500,1,0
37757,360470576002000,360470576002,30576002000,3,BK44,Madison,Brooklyn,4016,940,2,1
37758,360470576002001,360470576002,30576002001,3,BK44,Madison,Brooklyn,4016,940,2,1
37759,360470576002002,360470576002,30576002002,3,BK44,Madison,Brooklyn,4016,940,2,1
37760,360470576002003,360470576002,30576002003,3,BK44,Madison,Brooklyn,4016,940,2,1
37761,360470576002004,360470576002,30576002004,3,BK44,Madison,Brooklyn,4016,940,2,1
37762,360470586001000,360470586001,30586001000,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37763,360470586001001,360470586001,30586001001,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37764,360470586001002,360470586001,30586001002,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37765,360470586001003,360470586001,30586001003,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37766,360470586001004,360470586001,30586001004,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37767,360470586001005,360470586001,30586001005,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37768,360470586001006,360470586001,30586001006,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37769,360470586002000,360470586002,30586002000,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37770,360470586002001,360470586002,30586002001,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37771,360470586002002,360470586002,30586002002,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37772,360470586002003,360470586002,30586002003,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37773,360470586002004,360470586002,30586002004,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37774,360470590001000,360470590001,30590001000,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37775,360470590001001,360470590001,30590001001,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37776,360470590001002,360470590001,30590001002,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37777,360470590001003,360470590001,30590001003,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37778,360470590001004,360470590001,30590001004,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37779,360470590001005,360470590001,30590001005,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37780,360470590001006,360470590001,30590001006,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
37781,360470590001007,360470590001,30590001007,3,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Brooklyn,4016,940,2,1
