OID,BlockCode,GEO_ID,BCTCB2010,BoroCode,NTA Code,NTA Name,Borough,PUMA,Maximum Residential Broadband Speed by Block,Residential ISP Count by Block,Commerical Fiber Count by Block
662,360050195001000,360050195001,20195001000,2,BX63,West Concourse,Bronx,3708,940,2,3
663,360050195001001,360050195001,20195001001,2,BX63,West Concourse,Bronx,3708,940,2,3
664,360050195001002,360050195001,20195001002,2,BX63,West Concourse,Bronx,3708,940,2,3
665,360050195002000,360050195002,20195002000,2,BX63,West Concourse,Bronx,3708,940,2,3
666,360050195002001,360050195002,20195002001,2,BX63,West Concourse,Bronx,3708,500,1,2
667,360050195002002,360050195002,20195002002,2,BX63,West Concourse,Bronx,3708,940,2,3
668,360050195003000,360050195003,20195003000,2,BX63,West Concourse,Bronx,3708,940,2,3
669,360050195004000,360050195004,20195004000,2,BX63,West Concourse,Bronx,3708,500,1,2
670,360050195004001,360050195004,20195004001,2,BX63,West Concourse,Bronx,3708,500,1,1
671,360050200002008,360050200002,20200002008,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
672,360050200002010,360050200002,20200002010,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
673,360050200004001,360050200004,20200004001,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
674,360050200001000,360050200001,20200001000,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
675,360050200001001,360050200001,20200001001,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
676,360050200001002,360050200001,20200001002,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
677,360050200001004,360050200001,20200001004,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
678,360050200001005,360050200001,20200001005,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
679,360050200001006,360050200001,20200001006,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
680,360050200001007,360050200001,20200001007,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
681,360050200001008,360050200001,20200001008,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
682,360050200001009,360050200001,20200001009,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
683,360050200001010,360050200001,20200001010,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
684,360050200001011,360050200001,20200001011,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
685,360050200001012,360050200001,20200001012,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
686,360050200002000,360050200002,20200002000,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
687,360050200002001,360050200002,20200002001,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
688,360050200002002,360050200002,20200002002,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
689,360050200002003,360050200002,20200002003,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
690,360050200002004,360050200002,20200002004,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
691,360050200002005,360050200002,20200002005,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
692,360050200002006,360050200002,20200002006,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
693,360050200002007,360050200002,20200002007,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
694,360050200002009,360050200002,20200002009,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
695,360050200002011,360050200002,20200002011,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
696,360050200003003,360050200003,20200003003,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
697,360050200003004,360050200003,20200003004,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
698,360050200004000,360050200004,20200004000,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
699,360050200001003,360050200001,20200001003,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,1
700,360050200003000,360050200003,20200003000,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,1
701,360050200003001,360050200003,20200003001,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,1
702,360050200003002,360050200003,20200003002,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,1
703,360050216022001,360050216022,20216022001,2,BX46,Parkchester,Bronx,3709,940,2,2
704,360050216021000,360050216021,20216021000,2,BX46,Parkchester,Bronx,3709,500,1,1
705,360050216022000,360050216022,20216022000,2,BX46,Parkchester,Bronx,3709,940,2,2
706,360050216023003,360050216023,20216023003,2,BX46,Parkchester,Bronx,3709,500,1,1
707,360050216025000,360050216025,20216025000,2,BX46,Parkchester,Bronx,3709,940,2,2
708,360050216021001,360050216021,20216021001,2,BX46,Parkchester,Bronx,3709,940,2,1
709,360050216021002,360050216021,20216021002,2,BX46,Parkchester,Bronx,3709,500,1,0
710,360050216022002,360050216022,20216022002,2,BX46,Parkchester,Bronx,3709,940,2,1
711,360050216022003,360050216022,20216022003,2,BX46,Parkchester,Bronx,3709,940,2,1
712,360050216023000,360050216023,20216023000,2,BX46,Parkchester,Bronx,3709,940,2,1
713,360050216023001,360050216023,20216023001,2,BX46,Parkchester,Bronx,3709,940,2,1
714,360050216023002,360050216023,20216023002,2,BX46,Parkchester,Bronx,3709,940,2,1
715,360050216024000,360050216024,20216024000,2,BX46,Parkchester,Bronx,3709,940,2,1
716,360050216025001,360050216025,20216025001,2,BX46,Parkchester,Bronx,3709,500,1,0
717,360050216025002,360050216025,20216025002,2,BX46,Parkchester,Bronx,3709,940,2,1
718,360050216025003,360050216025,20216025003,2,BX46,Parkchester,Bronx,3709,940,2,1
719,360050216025004,360050216025,20216025004,2,BX46,Parkchester,Bronx,3709,500,1,0
720,360050216025005,360050216025,20216025005,2,BX46,Parkchester,Bronx,3709,940,2,1
721,360050216025006,360050216025,20216025006,2,BX46,Parkchester,Bronx,3709,500,1,0
722,360050237021000,360050237021,20237021000,2,BX05,Bedford Park-Fordham North,Bronx,3706,940,2,3
723,360050237021001,360050237021,20237021001,2,BX05,Bedford Park-Fordham North,Bronx,3706,940,2,3
724,360050237021002,360050237021,20237021002,2,BX05,Bedford Park-Fordham North,Bronx,3706,940,2,2
725,360050237021003,360050237021,20237021003,2,BX05,Bedford Park-Fordham North,Bronx,3706,500,1,0
726,360050241002001,360050241002,20241002001,2,BX41,Mount Hope,Bronx,3707,940,2,2
727,360050241001000,360050241001,20241001000,2,BX41,Mount Hope,Bronx,3707,500,1,1
728,360050241001001,360050241001,20241001001,2,BX41,Mount Hope,Bronx,3707,940,2,2
729,360050241001002,360050241001,20241001002,2,BX41,Mount Hope,Bronx,3707,500,1,1
730,360050241002000,360050241002,20241002000,2,BX41,Mount Hope,Bronx,3707,500,1,2
731,360050241003000,360050241003,20241003000,2,BX41,Mount Hope,Bronx,3707,940,2,2
732,360050241003001,360050241003,20241003001,2,BX41,Mount Hope,Bronx,3707,500,1,1
733,360050241004000,360050241004,20241004000,2,BX41,Mount Hope,Bronx,3707,940,2,2
734,360050241005000,360050241005,20241005000,2,BX41,Mount Hope,Bronx,3707,940,2,2
735,360050253001001,360050253001,20253001001,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,2
736,360050253001000,360050253001,20253001000,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,2
737,360050253001002,360050253001,20253001002,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
738,360050253002002,360050253002,20253002002,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
739,360050253002003,360050253002,20253002003,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,1
740,360050253003000,360050253003,20253003000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
741,360050253004000,360050253004,20253004000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
742,360050253002000,360050253002,20253002000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,1
743,360050253002001,360050253002,20253002001,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,1
744,360050253004001,360050253004,20253004001,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,1
745,360050269002000,360050269002,20269002000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
746,360050269001000,360050269001,20269001000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
747,360050269001003,360050269001,20269001003,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
748,360050269001010,360050269001,20269001010,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
749,360050269001011,360050269001,20269001011,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,3
750,360050269002001,360050269002,20269002001,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,1
751,360050269002002,360050269002,20269002002,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
752,360050269003000,360050269003,20269003000,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,2
753,360050269001001,360050269001,20269001001,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,0
754,360050269001002,360050269001,20269001002,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,0
755,360050269001004,360050269001,20269001004,2,BX30,Kingsbridge Heights,Bronx,3706,940,1,0
756,360050269001005,360050269001,20269001005,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,0
757,360050269001006,360050269001,20269001006,2,BX30,Kingsbridge Heights,Bronx,3706,,,
758,360050269001007,360050269001,20269001007,2,BX30,Kingsbridge Heights,Bronx,3706,940,2,1
759,360050269001008,360050269001,20269001008,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,0
760,360050269001009,360050269001,20269001009,2,BX30,Kingsbridge Heights,Bronx,3706,500,1,0
761,360050284001010,360050284001,20284001010,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
762,360050284001014,360050284001,20284001014,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,3
763,360050284001000,360050284001,20284001000,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
764,360050284001001,360050284001,20284001001,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
765,360050284001002,360050284001,20284001002,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
766,360050284001009,360050284001,20284001009,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
767,360050284001013,360050284001,20284001013,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
768,360050284001015,360050284001,20284001015,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
769,360050284001016,360050284001,20284001016,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
770,360050284001018,360050284001,20284001018,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
771,360050284001019,360050284001,20284001019,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
772,360050284001021,360050284001,20284001021,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
773,360050284001022,360050284001,20284001022,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
774,360050284001023,360050284001,20284001023,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
775,360050284001024,360050284001,20284001024,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
776,360050284001025,360050284001,20284001025,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,1
777,360050284001026,360050284001,20284001026,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
778,360050284001027,360050284001,20284001027,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,2
779,360050284001003,360050284001,20284001003,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,,,
780,360050284001004,360050284001,20284001004,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,,,
781,360050284001005,360050284001,20284001005,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,,,
782,360050284001006,360050284001,20284001006,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
783,360050284001007,360050284001,20284001007,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
784,360050284001008,360050284001,20284001008,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
785,360050284001011,360050284001,20284001011,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
786,360050284001012,360050284001,20284001012,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
787,360050284001017,360050284001,20284001017,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,500,1,0
788,360050284001020,360050284001,20284001020,2,BX37,Van Nest-Morris Park-Westchester Square,Bronx,3704,940,2,1
789,360050300001000,360050300001,20300001000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,1,3
790,360050300001001,360050300001,20300001001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,2
791,360050300001002,360050300001,20300001002,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
792,360050300002001,360050300002,20300002001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
793,360050300002002,360050300002,20300002002,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
794,360050300002004,360050300002,20300002004,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
795,360050300002005,360050300002,20300002005,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
796,360050300002006,360050300002,20300002006,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
797,360050300003001,360050300003,20300003001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
798,360050300004000,360050300004,20300004000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,3
799,360050300004001,360050300004,20300004001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,2
800,360050300004002,360050300004,20300004002,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
801,360050300005002,360050300005,20300005002,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
802,360050300006002,360050300006,20300006002,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,3
803,360050300001003,360050300001,20300001003,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,1
804,360050300001004,360050300001,20300001004,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,1
805,360050300001005,360050300001,20300001005,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,1
806,360050300002000,360050300002,20300002000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
807,360050300002003,360050300002,20300002003,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
808,360050300003000,360050300003,20300003000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
809,360050300004003,360050300004,20300004003,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,940,2,1
810,360050300005000,360050300005,20300005000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
811,360050300005001,360050300005,20300005001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
812,360050300006000,360050300006,20300006000,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
813,360050300006001,360050300006,20300006001,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
814,360050300006003,360050300006,20300006003,2,BX10,Pelham Bay-Country Club-City Island,Bronx,3703,1000,2,2
815,360050302005002,360050302005,20302005002,2,BX13,Co-op City,Bronx,3703,500,1,1
816,360050302001002,360050302001,20302001002,2,BX13,Co-op City,Bronx,3703,500,1,1
817,360050302001001,360050302001,20302001001,2,BX13,Co-op City,Bronx,3703,500,1,1
818,360050302002000,360050302002,20302002000,2,BX13,Co-op City,Bronx,3703,500,1,1
819,360050302002001,360050302002,20302002001,2,BX13,Co-op City,Bronx,3703,500,1,1
820,360050302003000,360050302003,20302003000,2,BX13,Co-op City,Bronx,3703,500,1,1
821,360050302003001,360050302003,20302003001,2,BX13,Co-op City,Bronx,3703,940,2,2
822,360050302004003,360050302004,20302004003,2,BX13,Co-op City,Bronx,3703,500,1,1
823,360050302005000,360050302005,20302005000,2,BX13,Co-op City,Bronx,3703,500,1,1
824,360050302005001,360050302005,20302005001,2,BX13,Co-op City,Bronx,3703,500,1,1
825,360050302006001,360050302006,20302006001,2,BX13,Co-op City,Bronx,3703,500,1,1
826,360050302001000,360050302001,20302001000,2,BX13,Co-op City,Bronx,3703,500,1,0
827,360050302003002,360050302003,20302003002,2,BX13,Co-op City,Bronx,3703,940,2,1
828,360050302003003,360050302003,20302003003,2,BX13,Co-op City,Bronx,3703,940,2,1
829,360050302003004,360050302003,20302003004,2,BX13,Co-op City,Bronx,3703,500,1,0
830,360050302003005,360050302003,20302003005,2,BX13,Co-op City,Bronx,3703,500,1,0
831,360050302003006,360050302003,20302003006,2,BX13,Co-op City,Bronx,3703,500,1,0
832,360050302003007,360050302003,20302003007,2,BX13,Co-op City,Bronx,3703,940,2,1
833,360050302003008,360050302003,20302003008,2,BX13,Co-op City,Bronx,3703,940,2,1
834,360050302003009,360050302003,20302003009,2,BX13,Co-op City,Bronx,3703,940,2,1
835,360050302003010,360050302003,20302003010,2,BX13,Co-op City,Bronx,3703,940,2,1
836,360050302003011,360050302003,20302003011,2,BX13,Co-op City,Bronx,3703,500,1,0
837,360050302003012,360050302003,20302003012,2,BX13,Co-op City,Bronx,3703,940,2,1
838,360050302004000,360050302004,20302004000,2,BX13,Co-op City,Bronx,3703,,,
839,360050302004001,360050302004,20302004001,2,BX13,Co-op City,Bronx,3703,,,
840,360050302004002,360050302004,20302004002,2,BX13,Co-op City,Bronx,3703,,,
841,360050302005003,360050302005,20302005003,2,BX13,Co-op City,Bronx,3703,500,1,0
842,360050302005004,360050302005,20302005004,2,BX13,Co-op City,Bronx,3703,500,1,0
843,360050302005005,360050302005,20302005005,2,BX13,Co-op City,Bronx,3703,500,1,0
844,360050302005006,360050302005,20302005006,2,BX13,Co-op City,Bronx,3703,500,1,0
845,360050302006000,360050302006,20302006000,2,BX13,Co-op City,Bronx,3703,500,1,1
846,360050307012000,360050307012,20307012000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,3
847,360050307011002,360050307011,20307011002,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
848,360050307011004,360050307011,20307011004,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
849,360050307011005,360050307011,20307011005,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
850,360050307011006,360050307011,20307011006,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
851,360050307012001,360050307012,20307012001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
852,360050307013000,360050307013,20307013000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
853,360050307013002,360050307013,20307013002,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
854,360050307013003,360050307013,20307013003,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
855,360050307014000,360050307014,20307014000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,3
856,360050307014001,360050307014,20307014001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
857,360050307014002,360050307014,20307014002,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,3
858,360050307011000,360050307011,20307011000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
859,360050307011001,360050307011,20307011001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
860,360050307011003,360050307011,20307011003,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
861,360050307013001,360050307013,20307013001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
862,360050326001004,360050326001,20326001004,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
863,360050326001000,360050326001,20326001000,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
864,360050326001001,360050326001,20326001001,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
865,360050326001002,360050326001,20326001002,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
866,360050326001003,360050326001,20326001003,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
867,360050326001006,360050326001,20326001006,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
868,360050326001007,360050326001,20326001007,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
869,360050326002000,360050326002,20326002000,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
870,360050326002001,360050326002,20326002001,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
871,360050326002002,360050326002,20326002002,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
872,360050326002005,360050326002,20326002005,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
873,360050326002006,360050326002,20326002006,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
874,360050326003000,360050326003,20326003000,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
875,360050326003001,360050326003,20326003001,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
876,360050326003002,360050326003,20326003002,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
877,360050326001005,360050326001,20326001005,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
878,360050326001008,360050326001,20326001008,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
879,360050326002003,360050326002,20326002003,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
880,360050326002004,360050326002,20326002004,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
881,360050326003003,360050326003,20326003003,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
882,360050326003004,360050326003,20326003004,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,2
883,360050326003005,360050326003,20326003005,2,BX31,Allerton-Pelham Gardens,Bronx,3704,940,2,1
884,360050330002001,360050330002,20330002001,2,BX07,Bronxdale,Bronx,3704,940,2,2
885,360050330001000,360050330001,20330001000,2,BX07,Bronxdale,Bronx,3704,940,2,2
886,360050330001001,360050330001,20330001001,2,BX07,Bronxdale,Bronx,3704,940,2,2
887,360050330001002,360050330001,20330001002,2,BX07,Bronxdale,Bronx,3704,940,2,3
888,360050330001003,360050330001,20330001003,2,BX07,Bronxdale,Bronx,3704,940,2,2
889,360050330001004,360050330001,20330001004,2,BX07,Bronxdale,Bronx,3704,500,1,1
890,360050330002000,360050330002,20330002000,2,BX07,Bronxdale,Bronx,3704,940,2,2
891,360050330003000,360050330003,20330003000,2,BX07,Bronxdale,Bronx,3704,940,2,2
892,360050330003001,360050330003,20330003001,2,BX07,Bronxdale,Bronx,3704,940,2,2
893,360050330003002,360050330003,20330003002,2,BX07,Bronxdale,Bronx,3704,500,1,1
894,360050330003003,360050330003,20330003003,2,BX07,Bronxdale,Bronx,3704,940,2,2
895,360050330004000,360050330004,20330004000,2,BX07,Bronxdale,Bronx,3704,940,2,2
896,360050330004002,360050330004,20330004002,2,BX07,Bronxdale,Bronx,3704,940,2,2
897,360050330004003,360050330004,20330004003,2,BX07,Bronxdale,Bronx,3704,940,2,2
898,360050330004001,360050330004,20330004001,2,BX07,Bronxdale,Bronx,3704,500,1,0
899,360050330004004,360050330004,20330004004,2,BX07,Bronxdale,Bronx,3704,940,2,1
900,360050335001006,360050335001,20335001006,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
901,360050335002005,360050335002,20335002005,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
902,360050335002010,360050335002,20335002010,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,2
903,360050335001000,360050335001,20335001000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
904,360050335001001,360050335001,20335001001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
905,360050335001003,360050335001,20335001003,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
906,360050335001004,360050335001,20335001004,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
907,360050335001005,360050335001,20335001005,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
908,360050335001011,360050335001,20335001011,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
909,360050335002006,360050335002,20335002006,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
910,360050335002007,360050335002,20335002007,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
911,360050335002008,360050335002,20335002008,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
912,360050335002009,360050335002,20335002009,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
913,360050335002012,360050335002,20335002012,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
914,360050335002014,360050335002,20335002014,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
915,360050335002015,360050335002,20335002015,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
916,360050335002016,360050335002,20335002016,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
917,360050335002017,360050335002,20335002017,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,1
918,360050335002018,360050335002,20335002018,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
919,360050335003000,360050335003,20335003000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
920,360050335003001,360050335003,20335003001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,2
921,360050335001002,360050335001,20335001002,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,0
922,360050335001007,360050335001,20335001007,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
923,360050335001008,360050335001,20335001008,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
924,360050335001009,360050335001,20335001009,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
925,360050335001010,360050335001,20335001010,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
926,360050335002000,360050335002,20335002000,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
927,360050335002001,360050335002,20335002001,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
928,360050335002002,360050335002,20335002002,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
929,360050335002003,360050335002,20335002003,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,500,1,0
930,360050335002004,360050335002,20335002004,2,BX22,North Riverdale-Fieldston-Riverdale,Bronx,3701,940,2,1
